Job_ID,job_title,job_description,Location,Company_ID
J0191,Procurement Analyst I,"Position Purpose:
The purpose of this position is to increase business performance related to purchasing by leveraging highly complex analysis. Responsibilities will include data collection from a variety of sources, generating scheduled and ad hoc reporting and participation in highly focused project teams such as a forecasting, replenishment and procurement operations. Objectives will include
establishing project & process metrics, work flow efficiency auditing and delivering timely and accurate reporting aimed at assisting with department direction.
Job Responsibilities:

Support management functions in performing analysis aimed at improving Purchasing Processes and KPIâ€™s.
Collect and maintain data & reporting surrounding purchasing procedures.
Measure department efficiencies and suggest, develop and execute process changes including change management.
Validate forecast accuracy, vendor lead time and quantify/measure seasonal demand shifts.
Works collaboratively across departments to assess, develop and implement change. Responsible for cross functional process development.
Promotes goodwill and a positive image of the department.
Performs other job duties as required.
Job Requirements:


EDUCATION/CERTIFICATION:
Bachelorâ€™s Degree in Business Administration, Operations, Supply Chain, Mathematics or other related field
EXPERIENCE:
3 year previous forecasting, replenishment buying, supply chain operations.
Lean Six Sigma certification or Project Management certification preferred
System Implementation preferred
KNOWLEDGE:
Excellent problem solving skills
Able to organize, coordinate, and direct projects
Solid oral and written communication abilities
Strong proficiency in Microsoft Excel
SKILLS/ABILITIES:
Proven ability to lead project teams to address opportunities for improvement
Highly motivated, innovative and able to work independently and on teams
Ability to successfully navigate in a complex business environment
Must possess strong analytical skills and sound business judgment
Must thrive in fast-paced work environment
Ability to manage to tight deadlines, organize and prioritize work independently
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity or expression, national origin, disability, or protected veteran status. UNFI is an Equal Opportunity employer committed to creating an inclusive and respectful environment for all. - M/F/Veteran/Disability. VEVRAA Federal Contractor.", CA,C0191
J0192,Supplier Operations Analyst,"BioMarin is the world leader in delivering therapeutics that provide meaningful advances to patients who live with serious and life-threatening rare genetic diseases. We target diseases that lack effective therapies and affect relatively small numbers of patients, many of whom are children. These conditions are often inherited, difficult to diagnose, progressively debilitating and have few, if any, treatment options. BioMarin will continue to focus on advancing therapies that are the first or best of their kind.

By providing a foundation for all operations company wide, BioMarins General and Administrative teams support our mission of providing first and best in class therapeutics to patients who live with rare diseases. Our teams include groups such as finance, legal, human resources, corporate compliance and ethics, and information technology. Come join our team and make a meaningful impact on patients lives.
SUMMARY DESCRIPTION


BioMarin is seeking a Supplier Operations Analyst (US) to join the Global Procurement Operations team. The Supplier Operations Analyst will work with external suppliers and internal business partners to develop a seamless supplier onboarding and maintenance process globally. This role is also responsible for executing a supplier enablement program by developing communication and training programs to educate suppliers on how to do business with BioMarin. As a subject matter expert on the supplier information management (SIM) process, you will have the opportunity to help drive new initiatives and support BioMarins exciting growth.

KEY RESPONSIBILITIES
Coupa SIM Administration
Understand the configuration of SIM within Coupa and maintain optimal end-user experience by assessing stakeholders needs, recommending solutions, and making system change when necessary
Support ongoing maintenance of SIM in Coupa by updating workflows, custom reports, forms, catalog enablement, etc
Work with the Coupa Administrator to manage the Coupa release/upgrade process by assessing new features, making recommendations to leadership, leading UAT and implementation as it relates to SIM
Manage all aspects of SIM and work with key BioMarin suppliers to enable their participation via cXML, SAN, or CSP
Supplier Enablement and Change Management
Design a supplier enablement program to ensure we have accurate and up-to-date supplier information
Develop and execute supplier communication plans to inform suppliers about how to do business with BioMarin (supplier onboarding, purchase order process, invoice requirements, etc)
Manage supplier training of our supplier portal and increase supplier adoption
Act as the go-to person for exception handling and question/issue resolution
Coordinate with Accounts Payable and suppliers to execute an e-Invoicing strategy and plan
Coordinate with suppliers to validate compliance with local statutory requirements
Communicate with regional offices to ensure consistent Supplier Enablement approach across the world
Reporting/Metrics/KPIs
Build and maintain supplier dashboards, metrics and KPIs
Drive the supplier data cleansing process by coordinating with suppliers, business partners and IT to make any required changes to supplier master data
Analyze data and proactively surface issues, suggestions and inferences
Act as the go-to person for supplier related data/reporting inquiries
Develop a self-serve reporting plan to empower the business to query and find data on their own
Training
Assess the training needs of suppliers using the portal and the business by designing a training program, developing/enhancing training materials and delivering effective training
Documentation
Own and maintain the procurement Standard Operating Procedures (SOP)
Update and maintain the supplier operations internal website and content library
Compliance
Maintain proper SOX controls and documentation
Serve as the liaison for all internal and external audit requests
Experience
2-5 years of experience in a similar role
Strong knowledge of Source-to-Pay process and Supplier Information Management/Enablement
Supplier master data management
Advanced knowledge and experience using Coupa (Coupa Certified is a huge plus) and Oracle (or similar systems)
Expert in reporting and analytics
Preferred business systems analyst experience
Advanced knowledge and experience using reporting/analytics tools (Excel, Macros, OBIEE, Power BI)
Competencies
Excellent interpersonal skills - this role will partner with many different stakeholders globally
A ""can do"" attitude - ready to provide possible solutions in what is a dynamic and evolving environment
Ability to work independently
Education
Bachelors degree in Business or Supply chain preferred
We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.", CA,C0192
J0193,Dialer Strategy Analyst,"**VIRTUAL INTERVIEWING AVAILABLE**
Join a progressive, growing organization that saves lives and preserves independence for over 140,000 people across the US as VRI's Dialer Strategy Analyst. VRI's Dialer Strategy Analyst will be responsible for execution of dialing campaigns for the multiple functions across VRI. This role will partner with Care Center, Revenue Cycle Management and Sales Operations in managing dialer campaigns. They will also monitor all campaigns to determine overall strategy and design of calling campaigns are meeting regulatory and operational guidelines while also exceeding established goals. The Dialer Strategy Analyst will also be responsible for execution of all agent statistics and reporting all issues to line of business Supervisors and Managers.

Performing the mechanics required to maximize production within the dialing platforms such as changing the campaign dialing levels based on agent and inbound call activity
Recommend and develop dialer calling strategies, jobs, selections set-up, testing, monitoring and verification to optimize the dialer
Real-time monitoring of campaigns, dialer agents, calling list penetration, and statistics to ensure agents are fully utilized & dialing plans are executed successfully
Review and analyze campaign results and adjust to provide maximum performance
Collecting necessary data to accurately report on performance, forecast workloads, and developed dialing plans
Identify and suggest possible improvements to existing processes
Assist in the planning, implementation, maintenance, and monitoring of all Five9 or telephony Dialer systems and its integration with other operating systems
Communicate with the outsourcing dealer team (Five9) for production need for all manual dialing platforms
Provide feedback and recommendations on dialer/campaign changes to support contact rates and other performance indicators
Provide support to Dialer management with analyzing production and efficiency trends. This includes the ability to produce, understand and analyze efficiency or gap reports to recommend process changes/updates
Serves as first point of escalation and initiates troubleshooting when the Dialer system is down, or having any kind of technical issue preventing the users from normal job functions
Provides remote support during evening hours as necessary when the dialer system is non-operational
Maintain/updates dialer settings as needed to maximize scheduling in order to cover all operating hours, maximize production (total dials) and efficiency (slot utilization)
Real time monitoring scheduling adjustments based on contact center performance and staffing schedule adherence to assure service levels are consistently met
Other duties as assigned

High School Diploma or GED
Demonstrated ability to build, launch and manage pools/campaigns in dialer systems
Experience in creating logics and reports for production and analytic review
Technology oriented including knowledge of basic technical troubleshooting, able to resolve basic front-line issues, and provide detailed and clear issue information for escalated troubleshooting
A solid understanding of call center terminology and functions
High level of proficiency with Microsoft Office, including Excel and MS Access
Excellent analytical and problem-solving skills
Excellent oral and written communication
Ability to prioritize, organize, and work independently or as part of a team to complete multiple tasks
Proficient in managing multiple tasks as the same time", OH,C0193
J0194,Treasury Data Analyst,"Requisition Number:
4141

Job Title:
Treasury Data Analyst

Location City:
Miami Lakes

Location State:
Florida

Job Description:
SUMMARY: The Treasury Analyst supports execution and provides ad hoc analysis across all treasury functions including risk management, funding & liquidity, forecasting, and reporting.

ESSENTIAL DUTIES AND RESPONSIBILITIES include the following. Other duties and special projects may be assigned.

Analysis
Run long-term deposit analysis projects to identify opportunities to efficiently grow the retail deposit portfolio. This analysis will include developing, testing, and maintaining statistical behavioral models and reporting findings to senior management.
Develop reporting tools to streamline reporting and increase depth of understanding of customer behavior and customer lifetime value.
Develop adhoc analytics around liquidity management, funding alternatives and execution, and opportunity cost of different approaches to funding.

Reporting / Reconciliation
Enhance standard daily and periodic reporting and maintain process documentation for all relevant reports including funding mix/cost of funds and certain liquidity metrics.
Testing and implementation of new technology tools including Tableau dashboards and other platforms.
Develop new dashboard and key metrics to monitor liquidity and funding profile across various portfolios, time horizons, and markets.

Operations
Act as occasional back up for cash position reporting and exception pricing processing and escalation of non-standard pricing requests.
Maintain up-to-date process documentation around reporting processes including data sources and inputs.
Engage with different groups across IT, operations, and product development to enhance reporting, identify new data sources, and enhance the bank's understanding of customer behaviors.

EDUCATION and/or EXPERIENCE:
Bachelor's Degree in Business, Finance, Economics, Accounting, or related fields from an accredited institution
CFA or MsF preferred
Minimum 3 years in corporate treasury or financial services required
Alternate combination of education and experience may be considered
Experience with statistical modeling or econometric modeling including data management, model development, and interpreting and presenting results
Strong skills in MS Excel, MS PowerPoint, and ability to clearly communicate
Proficiency in statistical modeling/programming languages such as R, Python, or SQL required
Willingness to learn new analysis, querying, and data visualization programs required", FL,C0194
J0195,"Sr. Analyst, Information Technology","Overview


Triumph Group designs, engineers, manufactures, repairs and overhauls a broad portfolio of aviation and industrial components, accessories, subassemblies, systems, and aircraft structures. We partner with original equipment manufacturers (OEMs) and operators of commercial, regional, business and military aircraft worldwide, to provide products and services that solve their hardest problems. So, whatever the part, component or complexity of assembly, Triumph Group is committed to quality, service and meeting the specialized needs of each customer. Triumph Integrated Systems provides a full range of integrated solutions for aircraft manufactures around the globe. We partner with key manufacturers to produce crucial components, systems and subsystems required to help maintain a competitive and technological advantage. We provide design, development and support of internally designed components, subsystems and systems, as well as production of complex assemblies using external designs.

Based in Macomb, MI, Triumph employs approximately 300 personnel. The Company's key products and services include manufacturing, test and assembly of complete transmission and gearbox assemblies as well as complex gears and housing. Our design engineering group can specify and design any gear application, from simple build-to-print to collaboratively engineered, highly specialize applications.

We are currently seeking a Sr. Analyst, Information Technology for our Macomb, MI location.

The incumbent will serve a key role which has both strategic and technical scope supporting the geared solutions manufacturing facility in Macomb, MI. Responsibilities include, but are not limited to, coordinating, planning, and leading the information technology activities for the site. They will help determine the needs of the organization and be responsible for implementing, managing, and maintaining digital solutions to fulfill them. In this role, you should be highly analytical and able to understand business needs. Excellent communication skills and problem-solving abilities are essential.

Responsibilities
Troubleshoot and maintain core business applications, including application servers, associated hardware, endpoints, and databases.
Meet and coordinate with internal and external stakeholders to appropriately establish scope, system goals, and requirements.
Provide timely system support to all departments ensuring efficient and accurate information flow throughout the organization.
Drive the vision, strategy, roadmap and implementation of Group IT solutions within the business.
Deploying, configuring, managing, and maintaining INFOR enterprise resource planning applications; experience with VISUAL ERP and Microsoft SQL database technologies a plus.
Deploying, configuring, managing, and maintaining infrastructure technologies which includes, but is not limited to: desktops, servers, storage, backup, LAN, WLAN, and WAN.
Manage multiple projects and priorities demanding both rigorous attention to detail and high level comprehensive solutions.
Develop and analyze functional specifications.
Design efficient IT systems to meet business and technology needs.
Coordinate developers to build and implement technology solutions.
Integrate multiple systems and reconcile needs of different teams.
Gather feedback from end users about system performance.
Provide advice and technical training to business users.
Participates in technical research and development to enable continuing innovation.
Ensures systems hardware, operating systems, software systems, and related procedures adhere to organizational values, enabling staff and partners.
Researches, plans, and oversees systems replacements and upgrades.
Maintains documentation of the systems
Seek out continuous improvement opportunities and provide input and recommendations where appropriate.
Establishes and maintains contact with vendors for support and problem resolution.
Other duties & special projects as assigned.
Qualifications
The ideal candidate will have solid business, technical, and interpersonal experiences, skills, and growth potential.  Highly desired skills/experiences include:
Excellent writing proficiency, visual design, and presentation skills required
Demonstrated analytical and problem-solving skills
Progressive knowledge of application support and development
Previous supervisory or leadership experience
Experience in working in cross-functional teams
Demonstrated ability to operate effectively at the senior leadership levels of a company
High degree of proficiency in the Microsoft Office Suite
Experience leveraging critical thinking and exposure to change management principles
Has demonstrated solid project management skills and has operated in a structured PMO environment.
Experience implementing ERP or has completed an ERP migration project
Ability to act independently with limited supervision within scope of responsibility
Ability to think on your feet and maintain service levels at all times
Ability to have fun in a hectic environment and put customer needs first
Ability to listen, understand and translate client requirements
Ability to effectively manage conflict, and affect adequate solutions
Experience supporting public manufacturing businesses; experience in aerospace a plus.
Experience with SOX compliance, DFARS compliance, and ITAR Security requirements
Maintain shift/schedule flexibility, provide on-call support and customer service 24x7x365 as needed
Remain professional, positive and patient at all time.
Detail oriented and committed to meeting deadlines
Must be flexible, dependable and able to multi-task
Solve problems quickly and effectively
Stay calm in high risk, high pressure situations
Thrive in a fast-paced environment
Stay abreast of current technological developments/trends
Strategic planning skills, organizational skills, operating skills, and strong leadership
Must be knowledgeable in best practices and the use of IT methodologies
Experience in LEAN, SIX SIGMA, and ITIL methodologies a plus.
10% travel in support of site, regional and managerial priorities
Bachelor’s degree in Computer Science, Information Systems, Software Engineering or related discipline with 5-8 years of practical experience (required)
Master’s degree in Computer Science, Information Systems, Software Engineering or related discipline and relevant experience architecting complex solutions (preferred)", MI,C0195
J0196,"Analyst - New Grads (Data Analysis, SQL Client Consulting) Anticipated Hiring June","Overview and Summary


Position Overview: This Analyst role is a very team oriented position which encorporates the use of Technical, Analytic and Client facing communications skills. A person in this role supports the delivery of client services using their technical skills (mostly SQL, Advanced Excel and Using Urban Science Poprietary Software Solutions) to execute quality data-related projects and assignments with a high degree of accuracy and in a timely manner. STEM focused degrees in Computer Science, Math and Statisics as well as other technical degrees are a good foundation for this kind of position. The technical aspect of the role is not developer level but uses a lot of basic SQL skills.

Urban Science is a business-solutions company focused on supporting the needs of the sales and marketing function of the automotive industry. We leverage a scientific methodology to help our client partners sell more vehicles, improve profitability and increase customer loyalty. And we do that by helping solve their toughest challenges including planning an optimal dealership network, improving individual dealer performance and efficiently converting sales leads into sales. In short, we guide business through science—and we’ve been doing this since 1977.

Essential Duties and Responsibilities
With manager guidance, plans, organizes, develops and delivers client-requested reports, deliverables and projects on time, adhering to client requested specifications.
Designs, creates and manages client databases, utilizing Urban Science proprietary software, ensuring accurate and high quality data.
Accurately performs application coding and testing functions associated with the development of custom client software.
Tracks, processes, analyzes and verifies data in order to improve accuracy and quality.
Use technical skills to accurately monitor, update and maintain Urban Science internal software systems.
Adheres to quality control standards for Urban Science and client organizations.
Coordinates with individuals or teams to complete analyses, tasks and projects on time and with high quality.
Effectively responds to client inquiries/requests in a timely manner to help improve client satisfaction.
Proactively communicates with management to provide updates and report issues in a timely manner.
Actively works with manager to understand and implement solutions to improve NPS (client satisfaction).
Actively supports and participates in required Urban Science training programs to achieve targeted development objectives.
Works with manager in completing own annual goal setting and performance review in a timely manner.
Works with manager to prioritize other duties as assigned.
Qualifications - Education and Experience


Qualifications:

To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, ability and/or competency needed for successful performance in the role. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
Verbal Communication: Requires the ability to compose and verbally deliver information of varying levels, using appropriate grammar, tone, inflection and non-verbal cues, while also listening to and correctly deciphering verbal communication delivered by others
Written Communication: Requires the ability and capacity to communicate ideas, facts and data in writing using appropriate grammar, syntax and sentence structure
Analytical Thinking: Requires the ability to understand a situation by breaking it apart into smaller pieces, and/or tracing the implications of a situation in a step-by-step causal way
Results Oriented: Requires the ability to strive for optimal results by taking responsibility for timeliness, commitment to task and adherence to performance standards
Ethics & Integrity: Requires the ability to behave in a trustworthy & transparent manner
Teamwork & Cooperation: Requires the ability to work cooperatively with others and be part of a team
Self-Control: Requires the ability to keep emotions under control and to restrain from negative actions or behaviors
Math & Statistics: Requires knowledge of basic descriptive statistics and ability to execute simple statistical analyses, create scatter plots, bar charts and histograms; requires ability to apply the right mathematical methods or formulas to solve a problem
MS Office: Requires demonstrated knowledge of MS Excel for charting and graphing of data, writing formulas, utilizing functions, and filtering, sorting and formatting of data; intermediate knowledge of MS Word, PowerPoint, and Access is preferred
Database: Working knowledge of relational database concepts, which require gathering and manipulating data manually is preferred; knowledge and experience with SQL is preferred


EDUCATION and/or EXPERIENCE:
University degree required; technical degrees are strongly preferred (i.e., engineering, applied math, statistics, applied science, information systems, operations research, etc.) from an accredited college or university, or equivalent foreign institution. Non-technical degrees will be considered if candidate possesses appropriate level of analytical and technical knowledge required for the role
WORK ENVIRONMENT: The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

This description is intended to describe the type and level of work being performed by a person assigned to this position. It is NOT an exhaustive list of all duties and responsibilities required by a person so classified. The job may require additional hours beyond the normal 40-hour workweek.", TN,C0196
J0197,Quantitative Data Analyst,"At Cogo Labs, we build startup companies from scratch. We are looking for entry level analysts to join our team as Quantitative Data Analysts.

We're not venture capitalists we're a collaborative team of engineers, analysts, and entrepreneurs using innovative tools, big data, and intellectual curiosity to build a platform that spins up successful online businesses, fast.

As a Cogo Labs Quantitative Data Analyst, you'll run and grow business lines within our incubator. You'll design and implement marketing programs, analyze performance metrics, and use the insights you gain to drive growth in audience engagement and revenue. Your expertise, ideas, and hard work will have a direct and immediate impact on the success of your project.

What to expect from Cogo:
Near obsessive use of data to inform business decisions. We believe that efficient growth happens when we make every decision based on solid, well directed analysis.
Unmatched opportunity. We believe in mentoring people to grow as quickly as they can. Today's new grad hires are tomorrow's leaders.
Flexibility and novelty. Your role will define itself over time, as you identify the problems that you are uniquely capable of solving.
A fun, supportive culture. Happy employees are the most successful. We take care of our own, and not just because it's good business.

What we expect from you:
A bachelor's degree in a field that requires deep analytical thinking and problem solving. Many of us have Math, Econ, Engineering, or Comp Sci backgrounds, but applications from all quantitative fields are welcome.
0-2 years of experience in an analytics focused role.
Flexibility and self motivation. We value the willingness to wear many hats and the commitment to work on whatever needs to get done.
The ability to make a strong (data driven) case when presenting findings and recommendations, while remaining curious and receptive to feedback.
Demonstrated ability to work effectively as part of a team, and dedication to helping your teammates learn.
Passions and interests outside of work you aren't just your resume.
Bonus points if you've previously been responsible for a business unit's bottom line.
You are:
Analytically minded: Data-driven; believes in the value of making decisions on the basis of rigorous, empirical processes
Articulate: Clearly states project missions, update, decisions, and rationales verbally and in writing
Enthusiastic: Passionate about work; brings a can-do attitude to all activities
Entrepreneurial: Track record of good decision-making and eager to take on a wide variety of analytical and business roles and responsibilities
Flexible: Adjusts quickly to changing priorities and conditions; enjoys working in and thrives in a rapidly changing environment
Focused on results: biased for action; focused on specific goals and resistant to distraction
Open to Feedback: Actively asks for advice; eager to receive performance feedback and responds positively to suggestions and constructive criticism
Ownership: What happens or doesn't happen within your project is your responsibility
Proactive: Acts without being told what to do when appropriate; develops new ideas and self-guides within broader mission
Self-reflective: Considers work in the context of the entire organization; thinks about self-improvement
Supportive: Actively helps fellow team members and treats them with respect and kindness
Work Ethic: Possesses a strong willingness to work hard and sometimes to work long hours to get the job done.
Cogo Labs is an equal opportunity employer and individuals seeking employment with us are considered without regards to race, color, religion, national origin, age, sex, marital status, physical or mental disability, veteran status, gender identity, sexual orientation, or any other characteristic protected by law.", MA,C0197
J0198,Data Analyst,"As a leading mobile games developer, Jam City is looking to “level up” our talent. We’re on the hunt for innovators who consider themselves dynamic, collaborative and thrive in a fast-paced environment.

PERKS & BENEFITS
Unlimited Vacation, Paid Sick Days & Holidays*
100% Employee Covered Medical, Dental, Vision Plan Base Plan*
Life Insurance, 401k, Flexible Spending Accounts, Commuter Benefits & More*
Catered Lunches & Well-stocked Kitchens
Onsite Gym & Wellness Activities (Yoga & Zumba)*
Happy Hours
Company Events
Dog-Friendly*
*Only applies to full-time positions.

ABOUT US
We are a small, dynamic, team of data analysts working primarily with games within the SF Jam City studio. We are responsible for providing accurate and up-to-date analysis to game teams, the studio and executives. We work directly with all aspects of the game teams - interacting with engineers, product managers and designers to empower them to make data driven decisions to enable them to meet short and long term goals. We are continually focused on improving analytic approaches, predictive modeling and longer term projects to enhance player experience and improve the company’s bottom line. We collaborate extensively with the Jam City data science, analytics and platform teams - on projects ranging from machine learning to pipeline improvements to visualization.


ABOUT THE ROLE
Are you interested in using data to help drive product decisions? Do you want your work to directly influence the experience of over millions of people playing our games on a daily basis? Do you like to automate the tedious stuff so you can spend more time using machine learning to optimize product performance? Do you enjoy learning new skills? Do you enjoy working with different disciplines? Are you excited by clean data?

We are looking for passionate & proactive Data Analyst to join our team! You will have the opportunity to collaborate with some of the gaming industry's top professionals, touching on large amounts of data, and helping our teams make quick & impactful changes to our games.
RESPONSIBILITIES
Work with product managers and designers to design and validate analytics tracking in game to ensure accuracy of and depth of reporting.
Work with product managers and designers to provide analysis of player behavior and overall game performance using our top of the line data warehouse.
Create easily interpretable live dashboards to allow for rapid analysis of product health, feature prioritization, event performance and monetization.
Identify and drive analytics projects (data science, visualization, pipeline improvements, data democratization, ab test analysis, etc.) that you want to work on that will provide positive ROI for the studio and company. You will have ownership and responsibility for the projects you are working on.
Collaborate on machine learning/other data science projects with other data scientists/analysts company wide to improve monetization and engagement.
Help design and analyze AB tests to test hypotheses in game.
QUALIFICATIONS
You should be passionate and self-driven with the ability and desire to learn quickly.
B.A. or B.S. in a quantitative field is ideal but if you have strong analytics chops then we’re interested in talking to you.
Ideally 3+ years in an analyst/data scientist role at a mobile gaming company, or similar experience.
Knowledge of statistics and statistical models (linear/logistic regression, cluster, factor analysis).
Experience in analytics tagging/tracking in order to gather the relevant information needed to analyze a product and new features.
Expert knowledge of SQL, excel and data visualization tools such as Tableau.
Strong communication skills to articulate quantitative analysis in a way that broad game teams and executives can understand.
Because you are interacting with game teams every day, it is critical that you have an interest in and an understanding of how games work, what makes them fun etc.
Any experience using Python, R, Scala, BigQuery, Databricks, Bayesian Statistics, Machine Learning a plus.
ABOUT JAM CITY
Jam City is an award-winning mobile entertainment studio providing unique and deeply engaging games that appeal to a broad, global audience.

Led by CEO Chris DeWolfe, former MySpace co-founder and CEO, and COO Josh Yguado, former 20th Century Fox executive, Jam City is the creative powerhouse behind some of the highest-grossing and most enduring mobile games. Jam City’s global franchise Cookie Jam has generated more than half a billion dollars, and Panda Pop has more than 120 million downloads to date.

The company also is the go-to studio for Hollywood, having developed immersive, narrative-rich mobile games around iconic entertainment brands. The company’s popular RPG game Harry Potter: Hogwarts Mystery was the #1 game in more than 40 countries at its launch in April 2018.

Jam City has nine studios located in Los Angeles (HQ), Berlin, Buenos Aires, Bogotá, Burbank, Cedar Falls, San Diego, San Francisco, and Toronto.", CA,C0198
J0199,Data Analyst - Finance & Platform Analytics,"About Twitch


Launched in 2011, Twitch is a global community that comes together each day to create multiplayer entertainment: unique, live, unpredictable experiences created by the interactions of millions. We brings the joy of co-op to everything, from casual gaming to world-class esports to anime marathons, music, and art streams. Twitch also hosts TwitchCon, where we bring everyone together to celebrate, learn, and grow their personal interests and passions. We're always live at Twitch. Stay up to date on all things Twitch on Linkedin, Twitter and on our Blog.

About the Position


The Financial Planning and Analysis team partners with all departments at Twitch to guide financial decisions and provide insights. For this role, we are looking for an experienced Data/BI analyst who will oversee data instrumentation, dashboard/report building, metrics reviews, inform channel investments, guidance on success/failure metrics, cost/benefit and ad hoc analysis. You will also work with technical and non-technical staff members throughout the company, and your effort will have a direct impact on hundreds of partners at Twitch. You will report to the Senior Director of Revenue in San Francisco, CA.

Responsibilities
Promote data knowledge and insights: manage communications with your team members and other teams, collaborate with colleagues to complete data projects and ensure all parties can use the insights to further improve
Create relevant insights from data analysis covering viewer, creator, ad sales, commerce and content deals
Maintain a customer-centric focus: aim to be a domain and product expert through data, develop trust among your peers and partners, and ensure that your team has access to data to make decisions
Work with team members and mentors to distill the problem, adapt your tools to answer complicated questions, and identify the trade-offs between speed and quality of different approaches
Create analytical frameworks to measure team success: partner with teams to determine success metrics, create approaches to track the data and troubleshoot errors, measure and evaluate the data, then develop a common language for all colleagues to understand these Indicators
Operationalize data processes: provide the team with ad-hoc analysis, automated dashboards, and self-service reporting tools so that everyone gets a good sense of the state of the business
Requirements
4+ years of domain experience in a consumer internet business, or in a high-velocity, high-growth product or department.
Expert Analytics tools skills to tap into Twitch's data pipeline.
Experience using data to create insight and achieve our goals.
Fluency in data analysis and communication around data, including time series analysis, experimentation, data visualization, and defining Goal strategy for your business.
Strategic and analytical capabilities.
Bachelor's degree.
Bonus Points
Product analytics experience with signup funnels, engagement metrics, and retention analysis.
Technical background and programming experienceespecially R or Python.
Statistics knowledge and hypothesis testing experience.
Experience developing dashboards using Tableau. SQL proficiency
Passion about online communities, games, and Twitch.
Perks
Medical, Dental, Vision & Disability Insurance, 401(k), Maternity & Parental Leave, Flexible PTO, Commuter Benefits, Amazon Employee Discount, Monthly Contribution & Discounts for Wellness Related Activities & Programs (e.g., gym memberships, off-site massages, etc.), Breakfast, Lunch & Dinner Served Daily, Free Snacks & Beverages
We are an equal opportunity employer and value diversity at Twitch. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.

Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.", CA,C0199
J0200,Business Analyst II (Product: DMS),"Challenging convention. Trying new things. Reshaping an industry.

The team at Duck Creek helps insurance companies bring amazing ideas to life quickly and easily with software that thinks and works like they do. We're fueled by sharing ideas openly, challenging conventions, trying new things, and valuing ""Why not?"" over ""Why?"" Our certainty that there is always a better way to do things keeps carriers ahead of their competition and is helping to reshape an industry.

If having a hand in transforming one of the world’s oldest and largest industries into a standard for innovation, open exchange, and peerless user experience sounds exciting, let us know. We may be looking for you.

Business Analyst II (Distribution Management System)
The Business Analyst II will work under the general supervision while analyzing and designing new business processes, and participates in documenting customer requirements to assist the development team in implementation.
ESSENTIAL JOB FUNCTIONS/RESPONSIBILITIES
Works with the Business Analysis and Architecture team(s) in assessing customer capabilities and identifying customer requirements
Works within Business Analyst and Architecture team in eliciting product requirements and use cases
Translates requirements and use cases into test conditions and expected results for product and user acceptance testing.
Participates in transitioning the requirements and use cases to the technical team, and ensures a clear and complete understanding of the requirements.
Participates in quality management reviews
Works primarily with internal project teams and will have independent interactions with the customer.
Performs other related duties and activities as required.
Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice.

QUALIFICATIONS/REQUIREMENTS

Education and Work Experience:
Bachelor’s degree strongly preferred, or higher education level, or foreign equivalent, in area with analytic emphasis
2-5 years of professional experience, preferably in a technology, insurance, or otherwise related environment
Specialized Knowledge, Skills, and/or Abilities:
Excellent communication skills, verbal and written
Experience in requirements gathering, identifying gaps, estimating, implementation, test planning and execution, and User Acceptance Testing definition and execution
Experience translating requirements and use cases into test conditions and expected results for assembly, product, and user acceptance testing
Experience/knowledge of P&C Insurance software applications a plus
Experience/knowledge of software development life cycle for P&C insurance software a plus
Other Requirements:
Travel: 25-50%
Work Authorization: Legally authorized to work in the country of the job location.
Physical: Exerting up to 10 pounds of force occasionally and/or negligible amount of force frequently or constantly to lift, carry, push, pull or otherwise move objects, including the human body. Sedentary work involves sitting most of the time. Jobs are sedentary if walking and standing are required only occasionally and all other sedentary criteria are met.", NJ,C0200
